,unlevered_ret,static35_ret,static35_equity,static35_notional,dyn_leverage,dyn_ret,dyn_equity,dyn_peak_equity,dyn_target_notional,dyn_notional_held,dyn_notional_capped,static35_drawdown,dyn_drawdown
2026-04-24,-0.0010890481196023094,-0.03811668418608083,38614247.57067544,1405054690.8904843,35.038735746311836,-0.03815886927776313,35927076.75493936,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.19936658982803168,-0.17647616824461487
2026-04-27,-0.0010458148583490923,-0.03660352004221823,37200830.18580704,1351498664.9736404,36.42881826024803,-0.038097799408666116,34558334.19138993,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.22867259090373082,-0.20785061399508764
2026-04-28,4.71603511240648e-05,0.0016506122893422681,37262234.33328547,1302029056.5032465,37.87164457868299,0.001786040055976475,34620056.76052357,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.22739942840316996,-0.2064358034613658
2026-04-29,-0.00038961104185597506,-0.013636386464959127,36754112.10536893,1304178201.6649916,37.804124897335214,-0.014728904487704178,34110141.251138926,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.23793490838051257,-0.21812413471704495
2026-04-30,-0.00037742352964986736,-0.013209823537745358,36268596.770170495,1286393923.6879125,38.36926209398115,-0.014481462329571227,33616176.5255542,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.24800165376508176,-0.22944684060654108
2026-05-01,-0.00020389204391002558,-0.007136221536850895,36009776.028787844,1269400886.9559674,38.93306987880564,-0.007938143193281533,33349326.50268372,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.2533680805591596,-0.23556360192384185
2026-05-04,0.00045849085405680334,0.016047179891988117,36587631.382592,1260342161.0075746,39.24459912623261,0.017993289770503268,33949390.59809764,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.24138674383479208,-0.22180887630213775
2026-05-05,-0.001164156298040231,-0.04074547043140808,35096851.12993734,1280567098.39072,38.550940876122986,-0.04487932061631515,32425765.012717098,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.27229679783274574,-0.2567335652433447
2026-05-06,0.004322652496937973,0.15129283739282906,40406753.32093928,1228389789.547807,40.36237693125745,0.17447252942425168,38083170.253002256,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.16220051559701443,-0.12705399033520537
2026-05-07,-0.0008307594843206534,-0.02907658195122287,39231863.04662014,1414236366.2328749,34.36638654379072,-0.02855020156308382,36995888.0661178,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.1865608609639502,-0.15197677486482497
2026-05-08,0.0008608992763152745,0.030131474671034608,40413976.93430688,1373115206.6317048,35.37638959736981,0.030455508203022875,38122616.63859357,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.16205074014965704,-0.12614979657536673
2026-05-11,-0.0010662010728783589,-0.03731703755074256,38905847.03947451,1414489192.7007408,34.33082681955043,-0.036603564387805806,36727192.98583117,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.19332052414510914,-0.1581358287617175
2026-05-12,0.0011227793105099693,0.039297275867848924,40434740.84345707,1361704646.3816078,35.63520223918492,0.040010467799995356,38196665.158174984,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.16162021824550776,-0.12445244944641842
2026-05-13,-1.6576070583917968e-05,-0.0005801624704371289,40411282.12431785,1415215929.5209975,34.26427266118434,-0.0005679670021384024,38174970.71277341,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.16210661473085497,-0.12494973156393596
2026-05-14,0.00017633923429216658,0.00617187320022583,40660695.43344769,1414394874.3511248,34.283744696881904,0.006045569288516282,38405760.14330456,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.15693524300166584,-0.11965955453517119
2026-05-15,0.0005352011474781815,0.018732040161736352,41422353.21331116,1423124340.170669,34.07772544650006,0.018238437762413257,39106221.209396385,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.1411429201146286,-0.10360352011082585
2026-05-18,0.0006068513877282022,0.02123979857048708,42302155.651877455,1449782362.4658906,33.46733356617938,0.020309697818198597,39900456.74497086,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.1229009687370266,-0.08539797847897967
2026-05-19,0.0012318057911284708,0.04311320268949648,44125937.062699474,1480575447.815711,32.80115207935882,0.040404649087039876,41512620.698164016,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.08508642042342507,-0.04844380474512555
2026-05-20,-0.0009268766922053695,-0.03244068422718793,42694461.472219676,1544407797.1944816,31.527302485760703,-0.029221921842160003,40299542.140659034,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.11476684295363482,-0.07625010551128664
2026-05-21,-0.00027128292794009745,-0.00949490247790341,42289081.72419434,1494306151.5276887,32.47632305993898,-0.00881027200842875,39944492.21258469,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.12317204544999671,-0.08438859334948967
2026-05-22,0.0009583008167732832,0.03354052858706491,43707479.87868541,1480117860.346802,32.764991547829226,0.031398718161854466,41198698.065686025,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.09376277237447461,-0.055639568846291176
2026-05-25,-0.001041222282158194,-0.03644277987553679,42114657.81055202,1529761795.7539892,31.767531771052198,-0.033077061929187905,39835966.17836542,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.12678857617584838,-0.08687623731103689
2026-05-26,0.0006711859308379253,0.023491507579327386,43103994.61370938,1474013023.3693209,32.85425396405863,0.022051313028852288,40714401.538371325,43626031.65758892,1308780949.7276676,1308780949.7276673,False,-0.10627552339472812,-0.06674065938589924
2026-05-27,-0.001250569346047281,-0.04376992711165484,41217335.91124616,1508639811.4798284,32.14540556353765,-0.04020005881401791,39077680.20195126,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.14539377859364278,-0.10425773976731756
2026-05-28,-0.00024251245693185375,-0.008487935992614881,40867485.80224539,1442606756.8936155,33.49177696741365,-0.008122173119381154,38760284.518247195,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.15264762149983035,-0.11153311347527317
2026-05-29,0.0002285536369233121,0.007999377292315923,41194400.24016592,1430362003.0785887,33.76603051279286,0.007717349078162337,39059411.1642434,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.1458693301246663,-0.10467650436757381
2026-06-01,-2.2971157295437195e-05,-0.0008039905053403018,41161280.33349964,1441804008.4058073,33.50744188703438,-0.0007697047181547877,39029346.95118193,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.14655604307356596,-0.10536563908643692
2026-06-02,-5.338731563153676e-05,-0.0018685560471037865,41084368.17422595,1440644811.6724875,33.5332525897678,-0.0017902503401619808,38959474.649526276,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.14815075094014496,-0.10696725855538314
2026-06-03,0.0007619777454686005,0.02666922109140102,42180056.2724649,1437952886.0979083,33.59339317332354,0.02559741799284935,39956736.60691202,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.1254325949804237,-0.08410792619132523
2026-06-04,0.0006023395241812057,0.0210818833463422,43069291.29834316,1476301969.5362716,32.754951001210266,0.0197296016006477,40745067.101428404,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.10699506696928773,-0.06603774046588906
2026-06-05,0.002075240236392606,0.0726334082737412,46197560.7172764,1507425195.4420106,32.12121227999611,0.0666592321651562,43461101.98892739,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.042133075078003124,-0.0037805333741108837
2026-06-08,0.00012806874165249837,0.004482405957837443,46404636.93867308,1616914625.104674,30.113846401343125,0.0038566424149366306,43628715.91825777,43628715.91825777,1308780949.7276676,1308780949.7276676,False,-0.03783952666691737,0.0
2026-06-09,-0.0002742242425252117,-0.00959784848838241,45959252.2641773,1624162292.8535578,30.000000000000004,-0.008226727275756353,43269794.37100682,43628715.91825777,1308861477.5477333,1308861477.5477333,False,-0.047074197111478644,-0.008226727275756351
2026-06-10,-0.0011416393400670577,-0.03995737690234702,44122841.09930752,1608573829.2462056,30.248849031386747,-0.03453327604598042,41775546.617540024,43628715.91825777,1308861477.5477333,1308861477.5477333,False,-0.08515061257746692,-0.04247590747776819
2026-06-11,0.00038606887410597146,0.013512410593709001,44719047.044802345,1544299438.4757633,31.330804346631584,0.012095848358938533,42280857.29453756,43628715.91825777,1308861477.5477333,1308861477.5477333,False,-0.07278879202321042,-0.03089384125458894
2026-06-12,0.00043894980425407404,0.015363243148892591,45406076.63793841,1565166646.568082,30.956360899447294,0.01358828855723086,42855381.78390284,43628715.91825777,1308861477.5477333,1308861477.5477333,False,-0.058543820784684675,-0.017725347126966606
2026-06-15,-0.001569935150360191,-0.05494773026260669,42911115.786553726,1589212682.3278444,30.541356139297363,-0.04794794854275195,40800554.14334828,43628715.91825777,1308861477.5477333,1308861477.5477333,False,-0.11027470097427206,-0.06482340163777234
2026-06-16,-0.0006776546619822188,-0.023717913169377658,41893353.66832713,1501889052.5293803,32.0795024731574,-0.021738824405005228,39913598.06119912,43628715.91825777,1308861477.5477333,1308861477.5477333,False,-0.1313771283611629,-0.0851530414972389
2026-06-17,0.0013627976462298186,0.04769791761804365,43891579.40034257,1466267378.3914495,32.7923700474427,0.04468936471495212,41697311.40204206,43628715.91825777,1308861477.5477333,1308861477.547733,False,-0.08994562618858504,-0.04426911211034423
