,,,,,,
,Date,NAV,Daily ROI%,Daily P&L,Drawdown,Log Return
,2022-05-17,"$934,189.02",-0.05%,-$489.83,-0.05%,-0.0005
,2022-05-18,"$936,711.70",0.27%,"$2,522.68",0.00%,0.0027
,2022-05-19,"$939,807.44",0.33%,"$3,095.74",0.00%,0.0033
,2022-05-20,"$941,167.28",0.14%,"$1,359.84",0.00%,0.0014
,2022-05-23,"$943,301.51",0.23%,"$2,134.23",0.00%,0.0023
,2022-05-24,"$945,874.12",0.27%,"$2,572.60",0.00%,0.0027
,2022-05-25,"$948,272.49",0.25%,"$2,398.37",0.00%,0.0025
,2022-05-26,"$949,838.76",0.17%,"$1,566.27",0.00%,0.0017
,2022-05-27,"$951,381.99",0.16%,"$1,543.23",0.00%,0.0016
,2022-05-30,"$952,799.49",0.15%,"$1,417.50",0.00%,0.0015
,2022-05-31,"$951,579.93",-0.13%,"-$1,219.56",-0.13%,-0.0013
